"STRID","LAN","Remark"
"msg_script_run_begin","TÖ thí Vi®t dã b¡t ğ¥u, hãy chÕy theo lµ trình ğã ğ« ra, d÷c ğß¶ng lßu ı ghé qua các v¸ trí ghi nh¾.",""
"msg_script_run_high","Vi®t Dã Cao C¤p",""
"msg_script_run_low","Vi®t Dã S½ C¤p",""
"msg_script_run_registe","Vi®t dã tÖ thí b¡t ğ¥u, ğÕo hæu nào có hÑng thú tham gia cuµc thi này hãy mau chóng ğªn Quäng Trß¶ng Thành Ğô, tìm ngß¶i quän lı Vi®t Dã S½ C¤p và Cao C¤p ğ¬ ğång kı dñ thi!",""
"msg_script_run_win1","Chúc m×ng",""
"msg_script_run_win2","Ğå th¡ng cuµc thi Vi®t dã s½ c¤p",""
"msg_script_run_win3","Ğå th¡ng cuµc thi Vi®t dã cao c¤p",""
"","",""
"","",""
"msg_script_4970d1_onhplower_0","Wa a a! Sao lÕi nhß v§y..ChÆng l¨ sñ kh± luy®n bao nåm tr¶i cüa b±n ĞÕi Vß½ng ğªn cu¯i cùng lÕi bÕi trong tai mµt tên nhãi ranh?",""
"msg_script_4970d3_onhplower_0","Phß½ng ĞÑc cái lão già ¤y ğ×ng tß·ng nhß v§y ğã xong, qua 10 nåm næa b±n ĞÕi Vß½ng s¨ tìm lão ¤y tính s±!",""
"msg_script_4970d5_onhplower_0","´.. BÕi r°i.. không phäi th§t chÑ? Chä l¨ là sñ th§t sao?",""
"msg_script_4977d1_onhplower_0","Không!! Ngß¶i ngu xu¦n nhß ngß½i làm sao có th¬ hi¬u ğßşc ı nghîa sâu xa cüa tiên thu§t chÑ? Không th¬ nào! Ğây tuy®t ğ¯i không phäi là sñ th§t..",""
"msg_script_4977d3_onhplower_0","ĞÕi ca tµi nghi®p cüa ta, bây gi¶ huynh ğ® ta không ai có th¬ cß¶i ai ğßşc r°i, huhu..",""
"msg_script_4977d5_onhplower_0","Ê, ê,..Mu¯n l¤y gì thì cûng phäi t× t× nói chÑ, làm gì mà ğµng ğao ğµng thß½ng v§y?",""
"msg_script_5374","A! Mµt con quái v§t trøi lông lÕi dám chÕy ğªn thánh ğ¸a cüa b÷n ta tác oai tác oái, b÷n trë ğâu, ğánh cho m£t b÷n chúng n·  hoa luôn, ğánh xong b±n vß½ng s¨ thß·ng ğào cho các ngß½i! Chit chit chit chit",""
"msg_script_blue_faction","Bên Xanh",""
"msg_script_guildwar_text","Kính thßa bang chü tôn quí, Ngài ğã lãnh ğÕo bang chúng  anh dûng ğánh bÕi trên 300 lßşt bang chúng ğ¯i phß½ng trong tr§n chiªn bang hµi, ğây chính là ph¥n thß·ng cho Ngài, hãy ğßa chúng cho ğá sinh m®nh trong lãnh ğ¸a bang hµi, s¨ giúp Ngài m· ğßşc sÑc mÕnh ¦n chÑa trong 'Sinh mênh chi thø', hãy ğ¬ bang chúng ng°i xung quanh cây ğ¬ h¤p thu ğßşc nhæng tinh tu luy®n trong ğó, duy trì trong 15 phút. ",""
"msg_script_guildwar_title","Ph¥n thß·ng trong cuµc chiªn bang hµi",""
"msg_script_pve_begin","ĞÕi løc Nam Cß½ng ğã m·, có th¬ tìm th¤y ğß¶ng v§n chuy¬n vào · ngoài thôn Døc Thành, duy trì trong 2 tiªng.",""
"msg_script_pve_end","Các Ngß¶i ch½i chú ı: ĞÕi løc Nam Cß½ng s¨ b¸ ğóng lÕi trong 5 phút sau, ğßa các Ngß¶i ch½i tr· v« thôn Døc Thành ğ¬ làm t¯t công tác chu¦n b¸.",""
"msg_script_pve_ended","ĞÕi løc Nam Cß½ng ğã b¸ ğóng lÕi, 7 gi¶ chü nh§t tu¥n sau s¨ m· lÕi, các Ngß¶i ch½i xin chú ı.",""
"msg_script_red_faction","Bên ğö",""
"msg_script_5605_onarrive","Cu¯i cùng cûng r¶i khöi cái ch² quÖ quái này, tÕi hÕ còn có nhi®m vø trên ngß¶i, không th¬ · lâu; ½n cÑu mÕng cüa ğÕi hi®p s¨ có ngày ğ«n ğáp.",""
"msg_script_5605_onarrive_18","Không ch¸u thä ta ği phäi không? Cái tr§n pháp tr¤n quÖ này xem ra cûng hay.",""
"msg_script_5605_onarrive_24","Xem ra phäi li«u mÕng thôi, nªu không s¨ u±ng phí công sÑc.",""
"msg_script_5605_onarrive_6","H×! Quä nhiên xu¤t hi®n r°i, biªt trß¾c s¨ có mai phøc mà.",""
"msg_script_5605_onarrive_9","Quái v§t ğáng ghét, ğ¬ ti¬u gia xem các ngß½i lşi hÕi ğªn ğâu.",""
"msg_script_5605_ondead","Không ng¶..l¨ nào.. Th¤t bÕi · ğây! Th§t ğáng tiªc",""
"msg_script_5605_onhplower_0","Ôi! Không ng¶ l§t thuy«n · ğây, th§t không cam tâm.. Ğáng tiªc tình báo vçn chßa truy«n ği, ğÕi hi®p ngài ğã tñ thu xªp ±n thöa.",""
"msg_script_5605_onhplower_20","S¡p ğªn n½i r°i sao? Hai chân nång trîu, sş không ği n²i næa r°i..",""
"msg_script_5605_onhplower_40","Pháp thu§t cüa tÕi hÕ g¥n ğªn cñc hÕn, khó duy trì ğªn phút cu¯i, làm phi«n ğÕi hi®p ngài",""
"msg_script_5605_onhplower_60","Không xong r°i! Ch¤n thß½ng lúc trß¾c cüa tÕi hÕ lÕi tái phát, thñc lñc lÕi giäm hai ph¥n",""
"msg_script_5605_onhplower_80","Ğáng chªt, sao lÕi không c¦n th§n nhß v§y.. xem ra sau này phäi c¥n cù rèn luy®n thêm.",""
"msg_script_5605_ontaskaccept","N½i ğây nguy c½ trùng trùng, ta phäi t§p trung sinh lñc, tuy®t ğ¯i không th¬ r½i vào tay kë ğ¸ch næa.",""
"msg_script_5608","B¥n ğÕo ğang lo thª lñc yêu quái l¾n mÕnh, mµt mình ta e r¢ng không ch¯ng ch÷i n±i, hôm nay có th¬ hşp sÑc cùng ğÕi sß, sao có th¬ rút lui ğßşc.",""
"msg_script_5629_onarrive","Bích Nhãn Ma ğÕi nhân quä là th¥n c½ di®u toán, vÕch ra kª sách này; nªu nhß lÕi có mµt ít bùa ĞÕi Di­n Thánh Quang næa thì ta có th¬ biªn nhæng tßşng ph§t · ğây thành yêu quái, haha! Bu°n cß¶i nh¤t là lû kh¶ · Kinh ThÕchDø vçn còn ngu ng½ ra ğó...",""
"msg_script_5629_ondead","A..không! Chü nhân nhà ta La Hiêu tuy®t ğ¯i s¨ không buôn tha cho b÷n mi, ch¶ ma nh§n l¤y sñ phøc thù cüa Bích Nhãn Ma, lúc ğó s¨ có hàng ngàn hàng vÕn vong h°n ğÕi quân giáng lâm, ngày t§n cüa chúng ta cûng ğªn!",""
"msg_script_5659","Các ngß½i là mµt lû vô tri, cho các ngß½i nªm thØ BÕch C¯t Th¥n Quân cüa ta! Hóa C¯t yêu Vß½ng, linh h°n m¾i ğªn r°i, ğªn ğây hß·ng thø ğÕi ti®c.",""
"msg_script_5681_1","Cu¯i cùng có th¬ ra r°i, các hÕ võ ngh® phi phàm, ti¬u næ tØ bµi phøc, ½n giäi cÑu sau này báo ğáp, xin cáo t× trß¾c!",""
"msg_script_5681_2","Tên Trß Vu Sß ğó dùng thÑ phát ra ánh sáng xanh løc chiªu vào ta li«n b¸ trói lÕi, ti¬u næ tØ hành t¦u giang h° nhi«u nåm lÕi g£p phäi tình trÕng kh¯n ğ¯n nhß thª này.",""
"msg_script_5681_onarrive","Làm sao ğây? Cái chøp kì quái này làm cách nào cûng không phá vŞ ğßşc, cûng không biªt tên ğµi trß·ng Trß ğó làm cách gì, ğ¬ ta nghî cách khác thØ xem. ",""
"msg_script_5681_ondead"," Cái chøp sao ğµt nhiên m¤t r°i, là anh m· hä? Xem bµ dÕng cüa anh cûng không gi¯ng ngß¶i tu hành. N½i ğây âm u quá, ta ği trß¾c ğây!",""
"msg_script_5682_1","Cái chøp sao ğµt nhiên m¤t r°i, là anh m· hä? Xem bµ dÕng cüa anh cûng không gi¯ng ngß¶i tu hành. N½i ğây âm u quá, ta ği trß¾c ğây!",""
"msg_script_5682_2","Cái chøp kì quái này làm cách nào cûng không phá vŞ ğßşc, cûng không biªt tên ğµi trß·ng Trß ğó làm cách gì, ğ¬ ta nghî cách khác thØ xem. ",""
"msg_script_5682_onarrive","Tên Trß Vu Sß ğó dùng thÑ phát ra ánh sáng xanh løc chiªu vào ta li«n b¸ trói lÕi, ti¬u næ tØ hành t¦u giang h° nhi«u nåm lÕi g£p phäi tình trÕng kh¯n ğ¯n nhß thª này.",""
"msg_script_5682_ondead","Cu¯i cùng có th¬ ra r°i, các hÕ võ ngh® phi phàm, ti¬u næ tØ bµi phøc, ½n giäi cÑu sau này báo ğáp, xin cáo t× trß¾c!",""
"msg_script_5684_onarrive","R¯t cuµc ra r°i, ông ch¡c là lo l¡m, tôi v« trß¾c ğây, ğÕi hi®p chút s¨ tr· v« thôn, tôi xin ğa tÕ l¥n næa!",""
"msg_script_5684_onarrive_14","Còn bám theo ta, b÷n heo này th§t kiên nhçn!",""
"msg_script_5684_onarrive_18","L§p tÑc r¶i khöi ch² ma quÖ này, m÷i ngß¶i c¯ lên!",""
"msg_script_5684_onarrive_3","M÷i ngß¶i c¦n th§n, Trß yêu xu¤t hi®n r°i.",""
"msg_script_5684_onarrive_9","Trß yêu ğu±i ğªn r°i, th§t ğáng ghét!",""
"msg_script_5684_ondead","Ông ½i, cháu th§t b¤t hiªu, kiªp sau s¨ báo ğáp công ½n nuôi dßŞng cüa ông!",""
"msg_script_5684_onhplower_0","A, ta th§t không còn ğü sÑc næa r°i. Trß yêu ngày càng nhi«u, ta e không ra khöi ğây ğßşc..",""
"msg_script_5684_onhplower_20","Ta chóng m£t quá, khó th· næa, ğÕi hi®p xin giúp mµt tay..",""
"msg_script_5684_onhplower_40","Chân ta rã cä r°i, gi¯ng nhß m¤t nß¾c v§y.. ",""
"msg_script_5684_onhplower_60","Ta sş là không chóng n±i, mùi th¯i cüa lû heo s¡p làm ta xïu r°i..",""
"msg_script_5684_onhplower_80","Ai da, b÷n Trß yêu này th§t lşi hÕi, cánh tay ta hình nhß b¸ tr§t kh¾p r°i, ğŞ không n±i, làm phi«n ğÕi hi®p giúp ğŞ. ",""
"msg_script_5684_ontaskaccept","Không th¬ ğ¬ ông ch¶ ğªn s¯t ruµt, bây gi¶ chúng ta phäi ği thôi!",""
"","",""
"msg_script_5503","Vô Nhân ğÕi sß cûng ğªn r°i à? V§y thì t¯t quá, ta còn lo không có ngß¶i giúp næa. Lı m± ğªn ğây là ğ¬ di®t ma, có th¬ cùng ğ°ng ğÕo tiªn thoái, quä là vi®c ğáng làm.",""
"2.5","",""
"msg_script_mail_three_c","Ph¥n thß·ng nh§n ğßşc do thång c¤p ğµ.",""
"msg_script_mail_three_t","Ph¥n thß·ng thång c¤p",""
"msg_script_pve_boss_dead","%s ğã ğánh bÕi  %s",""
"msg_script_smith_gift","Do xây dñng th¤t bÕi nên Thiªt Tßşng ban cho Ngài linh cäm.",""
