STRID,LAN,Remark
npctalk107_14,"Mµt ğ¯ng cö khô bình thß¶ng, tña h° r¤t d­ b¡t lØa...",
npctalk108_14,"Khách quan xin tùy ı, m· cØa buôn v¾i bán, ng¦ng m£t cß¶i th§t to...",
npctalk109_04,"Ğ×ng có tin l¶i cüa tên Trß½ng thiªt tßşng gì ğó bên cÕnh, ğ° cüa ta m¾i là nguyên li®u th§t, chÑ không phäi trß¾c rµng sau h©p nhß bên ¤y ğâu...",
npctalk110_14,"Phì, phì...",
npctalk111_14,"Nh¾ nåm xßa ta cûng là mµt nhân v§t có tiªng tåm trong tam gi¾i, bây gi¶ anh dûng kÏ hi®p nhi«u vô s¯, không th¬ không nh§n mình ğã già r°i...",
npctalk112_14,"N½i ğây phong cänh hæu tình, thích hşp làm n½i tu luy®n, ngß½i nên ch÷n n½i này ği...",
npctalk113_14,"A di ğà Ph§t, m¶i thí chü ği l¯i này...",
npctalk114_14,"Nhæng kë không liên can còn không mau ği ği...?",
npctalk115_14,"B÷n tà ğÕo ğó hành xØ ğµc ác, ğÕi h÷a s¡p lâm ğ¥u r°i...",
npctalk116_14,"Chính là do có b÷n ngß¶i các ngß½i ğªn nên m¾i phi«n phÑc nhß v§y ğ¤y, ôi...",
npctalk127_14,"Ta ¦n cß · ğây ğã lâu nåm, h§u sinh khä úy, bây gi¶ ğành phäi trông c§y vào l¾p ngß¶i trë các ngß½i thôi...",
npctalk128_14,"LoÕi cö này có v¸ thanh, có th¬ dùng làm thu¯c...",
npctalk129_14,"Ca ca, chúng ta ği ğánh Báo Tuyªt ği...",
npctalk130_14,"i, ngß½i cûng là b÷n x¤u mu¯n b¡t nÕt chúng ta phäi không...?",
npctalk131_14,"Thí chü ğªn có vi®c gì không...?",
npctalk132_14,"ĞoÕn ğß¶ng s¡p t¾i r¤t nguy hi¬m, hãy ğ¬ ta thØ kiªm thu§t m¾i h÷c ğßşc ğã...",
npctalk133_14,"B÷n tà ğÕo ... ta b¸ ği¬m huy®t r°i...",
npctalk134_14,"Không biªt ti¬u chü nhân có an toàn không...?",
npctalk143_14,"Xung quanh dß¶ng nhß có ği«u không ±n, ğ¬ ta ği xem thØ...",
npctalk157_13,"H×... m¤y tên nhãi nhép mà cûng dám phá gi¤c ngü cüa ta... Cho các ngß½i biªt sñ lşi hÕi cüa ta...",
npctalk157_20,"Kë nào không sş chªt thì cÑ xông lên !",
npctalk158_01_13,"Mµt pho tßşng c± th¥n bí, trông r¤t s¯ng ğµng...",
npctalk158_01_19,"SØ døng nguyên khí Xà Nhân",
npctalk158_13,"Mµt pho tßşng c± th¥n bí, trông r¤t s¯ng ğµng. Nhæng pho tßşng · ğây dß¶ng có nhæng kı h÷a phát ra lu°ng khí tà ác...",
npctalk158_20,"ChÕm vào kı h÷a",
npctalk161_14,"Nga My S½n r¤t l¾n, nhi«u n½i có phong cänh ğ©p, nªu có th¶i gian thì hãy ği dÕo xem. Tu luy®n r¤t v¤t vä, nhß ta thß¶ng xuyên thåm thú kh¡p n½i, xem phong cänh thì m÷i ßu phi«n s¨ tan biªn...",
npctalk162_14,"BÕch Th¯ cüa ta r¤t tuy®t ğ¤y, có mu¯n ğªn mua vài con không...?",
npctalk163_14,"Hu hu, cháu mu¯n tìm m©...",
npctalk165_13,"B÷n ngß¶i dám cä gan qu¤y r¥y gi¤c ngü cüa ğÕi nhân s¨ vînh vi­n không có ğß¶ng v«...",
npctalk165_19,"Tiªn vào Vân Linh S½n Xà Huy®t",
npctalk165_29_2,"Vân Linh S½n Xà Huy®t",
npctalk176_01_12,"Hoan nghênh ğªn v¾i thª gi¾i Thøc S½n KÏ Hi®p",
npctalk176_01_18,"Ngß½i ğã l¤y ğßşc bào tØ r°i",
npctalk176_01_24,"Ğã xong",
npctalk176_02_05,"Nhæng kë biªt rõ chân tß¾ng ğ«u phäi chªt, ngß½i th§t sñ không sş sao...?",
npctalk176_02_10,"Ta ğã chu¦n b¸ xong r°i...",
npctalk176_13,"H×, h×, nhi­m tà... Các ngß½i ğ«u s¨ b¸ nhi­m tà... h× h×...",
npctalk176_19,"Mu¯n biªt chân tß¾ng không...?",
npctalk177_13,"Hø, hø... Ta khó ch¸u quá...",
npctalk178_02_20,"Vân Linh S½n Xà Huy®t",
npctalk178_14,"Cu¯i cùng m÷i vi®c cûng ğã kªt thúc, ta có th¬ yên tâm r°i...",
npctalk178_20,"R¶i khöi Vân Linh S½n Xà Huy®t",
npctalk180_13,"Phì... phì... Ta là quan tß tª cüa Xà Yêu ĞÕi Th¥n...",
npctalk182_14,"A di ğà Ph§t, thí chü không nên l¤y làm lÕ, nghe nhi«u Ph§t kinh, ¡t s¨ có Ph§t tính...",
npctalk183_14,"Nªu có nhi«u nhæng v§t ph¦m bình thß¶ng không sØ døng, có th¬ tÕm th¶i gØi · ch² ta...",
npctalk184_02_19,"Vân Linh S½n Xà Huy®t",
npctalk184_13,"Ha ha, bây gi¶ quay ğ¥u vçn còn k¸p ğ¤y...",
npctalk184_19,"R¶i khöi Vân Linh S½n Xà Huy®t",
npctalk212_13,"B÷n ğÕo t£c ğµc ác, ta bây gi¶ không còn nhà ğ¬ v« næa r°i...",
npctalk213_13,"Thß¶ng ğ÷c Ph§t kinh s¨ có lşi cho vi®c tu hành. Trên ğß¶ng ği nh¾ l¤y ğÑc phøc ngß¶i, không ğßşc tác ác...",
npctalk225_04,"Nhà ta nhi«u ğ¶i ğã làm ngh« sån b¡n · ğây, nhßng g¥n ğây thú v§t quanh thôn b¸ tà linh änh hß·ng nên thú sån ğßşc ngày càng ít.",
npctalk232_10,"Ta nh§n l¶i nh¶ vä cüa Yªn Nam Phi ğÕi hi®p ¦n cß · ğây, có th¬ dçn ngß½i ğªn Døc Thành Thôn...",
npctalk253_04,"Nhà ta v¯n nhi«u ğ¶i ğ½n truy«n nên chï có mình ta, ğÕi hi®p mau cÑu ta ra ği, 555~~~",
npctalk254_04,"Có Ng÷c Thanh ĞÕi Sß tß½ng trş, cái mÕng nhö này xem nhß tÕm th¶i ğßşc bäo v® r°i...",
npctalk278_02_19,"T× Vân Tñ Hoan HÖ Ği®n",
npctalk278_13,"Phß½ng trßşng ğÕi sß ğang t¸nh tu, không ğßşc qu¤y nhi­u",
npctalk278_19,"Tiªn vào T× Vân Tñ Hoan HÖ Ği®n",
npctalk279_02_19,"T× Vân Tñ Hoan HÖ Ği®n",
npctalk279_13,"HÕ ğ° ğao thì s¨ thành Ph§t, ha ha...",
npctalk279_19,"R¶i khöi T× Vân Tñ Hoan HÖ Ği®n",
npctalk287_03,"Xem xem còn c¥n gì næa không, ğ×ng khách khí ",
npctalk288_13,"Mau ğªn xem ği, hàng cüa ta · ğây toàn là hàng thßşng ğÆng...",
npctalk2914_14,"Nhìn bên ngoài có vë bình thß¶ng, nhßng bên trong lÕi ğµc ác vô cùng...",
npctalk2914_14_2,"Xem ra thu§t ngøy trang cüa ta cûng không t°i. Các hÕ nªu mu¯n vào trong Huyªt Th¥n Phü thì cÑ ği theo ta...",
npctalk2915_14,"Mu¯n quay v« Thành Ğô thì ği theo ta...",
npctalk2916_14,"Sån b¡n hÆn r¤t v¤t vä, ta s¨ ğßa các hÕ v« Huyªt Th¥n Phü...",
npctalk2917_14,"Ta phøng l®nh chü nhân canh giæ Huyªt Th¥n LÕp Trß¶ng, chï có chü nhân cüa Huyªt Th¥n Phü m¾i có th¬ vào...",
npctalk2917_14_2,"Mu¯n ğªn Huyªt Th¥n LÕp Trß¶ng thì ği theo ta. Bên trong có bäo v§t cüa lão chü nhân ğ¬ lÕi, sau khi vào r°i phäi bäo v® c¦n th§n...",
npctalk2918_14,"Huyªt Th¥n Phü không phäi là n½i ğªn cüa nhæng kë qu¤y nhi­u...",
npctalk2918_14_2,"Nªu có v¤n ğ« gì trong nµi thành, có th¬ ğªn ch² ta ğ¬ ğßa ği cho nhanh...",
npctalk2919_14,"Huyªt Th¥n Phü không phäi là n½i ğªn cüa nhæng kë qu¤y nhi­u...",
npctalk2919_14_2,"Ta có th¬ ğßa các hÕ ra ngoÕi thành...",
npctalk3003_14,"B±n phái th¶i Ğông Hán ğßşc Trß¶ng My Lão T± sáng l§p, ğªn nay cûng ğã g¥n 2000 nåm, hi®n tÕi do Di®u Nh¤t Chân Nhân ğÑng ğ¥u. G¥n ğây chiªn h÷a liên miên, thª lñc tà giáo n±i d§y, sñ an nguy cüa chính ğÕo phø thuµc vào các ngß½i, vì v§y phäi c¯ g¡ng lên.",
npctalk3004_14,"Di®u Nh¤t Phu Nhân d£n dò ta tu¥n tra xung quanh Nga My S½n, ğ« phòng sñ xu¤t hi®n cüa b÷n tà giáo. Hi®n nay tÕm th¶i m÷i chuy®n vçn bình yên, các ngß½i cÑ yên tâm tu luy®n.",
npctalk3005_14,"Ta theo chü nhân tu hành nhi«u nåm, cûng có chút hi¬u biªt. Ta v¾i ngß½i có th¬ xem nhß ğ°ng môn, ta nh§p môn s¾m h½n ngß½i, có gì th¡c m¡c có th¬ ğªn tìm ta.",
npctalk3006_14,"Nga My tiên pháp cao minh, chï tiªc ta nång lñc không ğü, thôi thì · ğây làm mµt ğÕo ğ°ng h¥u hÕ sß phø cûng ğã mãn nguy®n r°i.",
npctalk3007_14,"Ta có r¤t nhi«u v§t ph¦m, c¥n gì cÑ ğªn tìm ta.",
npctalk3008_14,"Ta phäi c¯ g¡ng tu hành, ngày nào ğó b÷n tà giáo kéo ğªn, s¨ có th¬ ğóng góp chút sÑc lñc ğ¤u v¾i b÷n chúng.",
npctalk3009_14,"Nga My cänh s¡c rñc rŞ. — ğây tu hành khác chi th¥n tiên.",
npctalk3014_01_12,"Trß¶ng My sß t± nåm xßa d£n dò, mu¯n hÕ s½n thì phäi ğánh bÕi ğßşc ta, nªu ngß½i ğã sÇn sàng thì hãy xông lên ği.",
npctalk3014_01_18,"Ngß½i chu¦n b¸ xong chßa?",
npctalk3014_01_24,"Ğã xong",
npctalk3014_13,"Trß¶ng My sß t± nåm xßa ğã chï ği¬m cho ta. Ta · ğây khäo nghi®m nhæng ğ® tØ hÕ s½n không biªt ğã bao lâu r°i.",
npctalk3101_14,"G¥n ğây có nhi«u sß ğ® m¾i vào. Vi®c cüa ta nhi«u vô cùng, nhßng lòng hång hái lÕi tång cao.",
npctalk3102_14,"A di ğà Ph§t, v§t ph¦m cüa ta có r¤t nhi«u, có c¥n gì không?",
npctalk3103_14,"Nghe sß t± nói nåm xßa nguyên th¥n cüa Huyªt Ma Lão T± · trong VÕn Niên Bång Ğ¥m khi thoát ra ğã làm ğ± vách núi, sau sñ vi®c ğó, nhi«u mänh vŞ nguyên th¥n tà ác ğã b¸ k©t bên trong, nªu không có vi®c gì thì ğ×ng ğªn ğó.",
npctalk3104_01_12,"Nªu mu¯n hÕ s½n, phäi có nång lñc nh¤t ğ¸nh, hãy ğ¬ ta thØ sÑc v¾i ngß½i.",
npctalk3104_01_18,"Ngß½i chu¦n b¸ xong chßa?",
npctalk3104_01_24,"Ğã xong",
npctalk3104_13,"Phì...phì... Mu¯n hÕ s½n phäi qua cØa cüa ta trß¾c...",
npctalk3104_14,"Phì...phì... Mu¯n hÕ s½n phäi qua cØa cüa ta trß¾c...",
npctalk3105_14,"Phù.. phù... tà ác phäi b¸ di®t tr×...",
npctalk3106_14,"Hñ...hñ...Ta nh¤t ğ¸nh phäi hoàn thành l¶i d£n dò cüa lão thi«n sß...",
npctalk3107_14,"T± sß g¥n ğây không · trên núi, chán quá ği m¤t, th¸t Dã Trß quanh ğây có vë r¤t ngon, lâu r°i chßa ğßşc ån món th¸t...",
npctalk3108_14,"A di ğà Ph§t... Ph§t h÷c bác ğÕi tinh thâm, tri thÑc cüa ta chÆng qua chï là mµt hÕt cát...",
npctalk3129_02_19,"Huyªt Tinh Linh M§t Ğµng",
npctalk3129_13,"Huyªt Tinh Linh là mµt m¯i h÷a l¾n, nªu mu¯n ği tr× hÕi thì hãy theo ta...",
npctalk3129_19,"Tiªn vào Huyªt Tinh Linh M§t Ğµng",
npctalk3130_02_19,"Huyªt Tinh Linh M§t Ğµng",
npctalk3130_13,"Tiêu di®t ra sao r°i? Nªu mu¯n r¶i khöi ğây thì ta có th¬ dçn ğß¶ng...",
npctalk3130_19,"R¶i khöi Huyªt Tinh Linh M§t Ğµng",
npctalk318_04,"Nhà ta nhi«u ğ¶i làm ngh« sån b¡n · ğây, không ai tinh thông t×ng ngóc ngách cüa Tuyªt S½n h½n ta ğâu.",
npctalk319_14,"Ôi, dßşc sß cüa Tuyªt S½n Thôn là sß phø cüa ta, phái ta ğªn ğây hái thäo dßşc. Vi®c này l¨ ra r¤t d­ dàng, nhßng không ng¶ bây gi¶ lÕi tr· nên phi«n phÑc nhß v§y. Th§t là ğau ğ¥u...",
npctalk320_14,"Con cháu phú gia bây gi¶ vào mùa ğông ğ«u thích m£c áo khoác lông thú, ti®m cüa ta · Thành Ğô chü yªu bán cho các v¸ quan khách giàu có, ğß½ng nhiên phäi chú tr÷ng nguyên li®u r°i, ta th¤y da g¤u là t¯t nh¤t!",
npctalk3202_14,"Khung cänh Thanh Thành S½n r¤t ğ©p. Tu hành · ğây r¤t có lşi cho sÑc khöe. Ta tuy chï là mµt ti¬u ğÕo, nhßng nªu c¯ g¡ng thì nh¤t ğ¸nh có ngày ğ¡c ğÕo.",
npctalk3203_14,"Ta thu th§p mµt s¯ v§t ph¦m c¥n dùng theo l¶i d£n dò cüa sß phø, ngß½i xem có c¥n gì không...?",
npctalk3209_01_12,"Ğ¬ không phø sñ üy thác cüa tiên sß, ta s¨ ra tay hªt sÑc, ngß½i nên c¦n th§n chu¦n b¸.",
npctalk3209_01_18,"Ngß½i chu¦n b¸ xong chßa?",
npctalk3209_01_24,"Ğã xong",
npctalk3209_13,"Ta là Tiên Gi¾i Linh ThÕch, ğßşc tiên sß chï ği¬m nên cûng có chút nång lñc. Ta · ğây giúp tiên sß khäo nghi®m nhæng ğ® tØ m¾i...",
npctalk321_14,"Ta là thôn trß·ng Tuyªt S½n Thôn, bäo v® sñ an nguy cüa thôn làng là trách nhi®m l¾n nh¤t cüa ta, g¥n ğây cûng vì vi®c này mà khiªn ta ğau ğ¥u...",
npctalk322_14,"Làm ngß¶i mà chßa t×ng ğßşc ån th¸t Dã Lang thì làm hoàng ğª cûng u¯ng, ha ha...",
npctalk323_10,"Ğoàn thß½ng nhân cüa ta hÕ trÕi · ğây không ng¶ lÕi b¸ b÷n quái v§t t§p kích, b÷n gia nhân ğã ği tìm thÑc ån và nß¾c u¯ng... Chï còn mµt mình ta · ğây nên ta r¤t sş!",
npctalk323_13,"Nhæng hành ğµng l¥n trß¾c ğã làm lû Hü Bì Sài Lang và H°ng Ğ¥u Th¯c ThÑu tÑc gi§n. B÷n chúng ğang tø t§p lÕi chu¦n b¸ t¤n công, xem ra khó tránh khöi mµt tr§n chiªn...",
npctalk323_19,"Ngß½i th§t sñ ğã chu¦n b¸ xong cä r°i chÑ?",
npctalk324_14,"Ai có th¬ giúp tôi không? Nhi«u trái cây nhß v§y làm sao tôi mang v« cho ông chü hªt ğßşc chÑ...? Còn b÷n Sài Lang ğáng chªt ğó næa chÑ, th§t là quá nguy hi¬m.",
npctalk325_04,"B÷n Thanh Loa S½n ğó ğÕi gia ta ğã ğ¡c tµi không ít r°i. Ngß½i có vi®c gì không? Nªu không có thì ği n½i khác ği! Ta không có th¶i gian tán gçu v¾i ngß½i.",
npctalk326_14,"— ch² ta có ğü loÕi thäo dßşc, c¥n gì cÑ lên tiªng.",
npctalk327_10,"Không ng¶ Thanh Vi­n Tñ cûng ğã b¸ Ma Cung không chª, thª lñc cüa Thanh Loa S½n ğang ngày càng l¾n mÕnh. Tình thª ngày càng b¤t lşi ğ¯i v¾i chúng ta...",
npctalk328_10,"N½i này thß¶ng xu¤t hi®n ğÕo t£c, nªu không có vi®c gì thì hãy mau r¶i khöi ğây ği.",
npctalk3301_14,"M²i tháng vào ngày trång tròn, ¿u Ğàm ĞÕi Sß ğ«u vào trong Tri«u Âm Ğµng tu luy®n. Ta nh§n l®nh sß phø canh gác · ğây, trách nhi®m r¤t l¾n, không th¬ tñ ı r¶i khöi...",
npctalk3302_14,"T× sau khi b±n phái sß t± ¿u Ğàm ĞÕi Sß sáng l§p Bách Hoa Phái ğªn nay, có r¤t nhi«u ğ® tØ ğªn xin nh§p môn. Nhìn th¤y b±n môn ngày càng hßng th¸nh, ta có cñc kh± mµt chút cûng ğáng.",
npctalk3304_14,"Trên Bách Hoa S½n có b¯n mùa, m²i khu vñc lÕi có phong cänh khác nhau. Khi tu hành m®t möi nên ği dÕo xung quanh, s¨ cäm th¤y r¤t thoäi mái...",
npctalk3305_14,"Ta có bán r¤t nhi«u v§t ph¦m dßşc li®u. Lúc tu hành c¥n gì cÑ ğªn bäo v¾i ta...",
npctalk3306_14,"Ta tuy nhö tu±i nhßng t× nhö ğã l¾n lên · Bách Hoa S½n, chÑ không nhß các sß huynh sß tÖ. Sß phø d£n ta · ğây giao vi®c cho nhæng ğ® tØ m¾i vào, nªu huynh/tÖ ğü nång lñc thì nên ği xem có th¬ giúp gì không...",
npctalk3307_14,"Nåm xßa ¿u Ğàm sß tÖ khi ğªn Bách Hoa S½n ğã phát hi®n ra ği¬m kì lÕ cüa Tri«u Âm Ğµng này nên ğã xây Quan Âm Am · g¥n ğó, m²i tháng vào trong ğµng tu luy®n, công lñc tiªn bµ r¤t nhanh. Sau này ta cûng s¨ vào ğó tu luy®n.",
npctalk3308_14,"Trên Bách Hoa S½n này b¯n mùa phong cänh ğ«u ğ©p nhß tranh v¨, các v¸ ğ°ng môn thân thiªt giúp ğŞ nhau, ğúng là nhân gian tiên cänh.",
npctalk3309_14,"Sß phø thß¶ng bäo chúng ta phäi c¯ g¡ng tu hành, ğµ thª cÑu nhân, ph± ğµ chúng sinh, ta nh¤t ğ¸nh mãi mãi ghi nh¾...",
npctalk3314_01_12,"Tuy ta có th¬ thü hÕ lßu tình, nhßng ngß½i vçn nên chu¦n b¸ th§t kÛ.",
npctalk3314_01_18,"Ngß½i chu¦n b¸ xong chßa?",
npctalk3314_01_24,"Ğã xong",
npctalk3314_13,"Ta là Hoa Tiên trên núi này. Lão sß thái d£n dò ta · ğây giúp ti¬u ğ® tØ thØ thân thü, ch÷n ra ngß¶i tài giöi cho hÕ s½n...",
npctalk3324_02_19,"Bách Hoa S½n Tri«u Âm ğµng",
npctalk3324_13,"M²i khi vào ğêm trång tròn, thüy tri«u dâng lên, trong ğµng lÕi không bình yên...",
npctalk3324_19,"Tiªn vào Bách Hoa S½n Tri«u Âm ğµng",
npctalk3325_02_19,"Bách Hoa S½n Tri«u Âm ğµng",
npctalk3325_13,"Thª gi¾i bên ngoài vçn t¯t h½n...",
npctalk3325_19,"R¶i khöi Bách Hoa S½n Tri«u Âm ğµng",
npctalk334_10,"Nhi«u nåm liên tøc hÕn hán ğã khiªn cho di®n tích sa mÕc quanh Døc Thành Thôn ngày càng tr· nên l¾n. G¥n ğây hay có b÷n Mã T£c lµng hành, nªu ngß½i không có vi®c gì thì hãy mau mau r¶i khöi ği.",
npctalk335_10,"Gió cát · sa mÕc bên ngoài r¤t l¾n, ngß½i mau quay tr· vào trong thôn ği. Ğ×ng ği v« phía trß¾c næa. N½i ğó thß¶ng có b÷n Mã T£c xu¤t hi®n, ngß½i không nghe l¶i ta, b¸ b÷n Mã T£c b¡t thì kêu tr¶i tr¶i không biªt, g÷i ğ¤t ğ¤t không hay ğâu!",
npctalk337_10,"Ğ×ng sş, ta không phäi ğ°ng ğäng cüa b÷n Mã T£c. Thôn trß·ng phái ta thâm nh§p vào hang ± cüa chúng, ğ¬ k¸p th¶i báo cáo nhæng âm mßu cüa b÷n chúng ğ¯i v¾i thôn dân.",
npctalk3402_14,"N½i này là khu vñc cüa ği¬u thú, các ti¬u ğ® tØ không nên ği lung tung, t§p trung tu hành...",
npctalk3403_14,"Thª gian vÕn v§t ğ«u có linh tính, ğ«u có th¬ tr· thành b¢ng hæu cüa chúng ta, vì v§y phäi ğ¯i xØ t¯t v¾i chúng.",
npctalk3404_14,"Hø...hø... Lúc nhö sÑc khöe ta không t¯t, sß phø ğã nuôi ta, cho ta tu hành · ğây, tång cß¶ng th¬ lñc. Bây gi¶ sÑc khöe ğã khá h½n nhi«u, nhßng vçn còn chÑng b®nh cû.",
npctalk3405_14,"Chà... T× lúc ği theo sß phø lên núi tu hành, tinh th¥n sáng su¯t hÆn, thân th¬ cûng thoäi mái nhi«u...",
npctalk3406_14,"Cuµc s¯ng là luôn luôn v§n ğµng. V§n ğµng trên núi này cûng là mµt cách tu hành...",
npctalk3407_14,"Ta trß¾c ğây làm ngh« buôn bán nhö. Bây gi¶ ği theo sß phø tu hành, trên ğß¶ng ği sÇn ti®n buôn bán mµt s¯ v§t ph¦m thß¶ng dùng, ngß½i c¥n gì cÑ nói.",
npctalk3408_14,"Róc rách~~~",
npctalk3409_14,"Chiªp chiªp...",
npctalk3410_14,"Hú... hú...",
npctalk343_10,"Ngß¶i khách kia, n½i này g¥n ğây thß¶ng xu¤t hi®n b÷n ngß¶i cüa Vô My Giáo, ngß½i nên c¦n th§n ği cùng chúng ğÕo hæu. Vô My Giáo là mµt ğÕi tà giáo trong giang h°, tiên gia phái ta ğªn ğây ğ¬ giám sát nh¤t cØ nh¤t ğµng cüa b÷n chúng.",
npctalk344_10,"Vô My Giáo b¡t ngu°n t× dân tµc thi¬u s¯ Nam Man, tµc trß·ng bµ lÕc quanh nåm nghiên cÑu thu§t phù thüy, luy®n thành Ngh¸ch Thiên Ngû Ğµc Th¥n Công, thß¶ng phái ngß¶i trong bµ tµc ği b¡t ğ°ng nam ğ°ng næ v« cho h¡n luy®n ğµc công.",
npctalk362_10,"B÷n thôn dân ğµc ác ğó... th§t vô cùng ngang ngßşc. Dám nói r¢ng ta ğªn trµm ğ° cüa b÷n chúng!",
npctalk364_10,"Cänh s¡c Nha Lâm TrÕi tuy r¤t ğ©p, nhßng không th¬ sánh v¾i cänh s¡c n½i ta t×ng chung s¯ng v¾i thiªu gia nhà ta. Ta r¶i xa thiªu gia ğã nhi«u nåm r°i, cäm th¤y r¤t nh¾ ngß¶i...",
npctalk365_10,"Ngu°n nß¾c cüa thôn ngày càng b¦n, nhi«u lúc còn phát hi®n ra cá chªt...",
npctalk366_10,"Chà, b÷n Dã La trên núi này ğúng là cä mµt món ti«n l¾n! Ğem da cüa chúng ği bán ¡t hÆn s¨ ğßşc giá cao.",
npctalk367_10,"Ta ğ¯i v¾i sß phø hªt mñc trung thành, sao ngß¶i lÕi ğ¯i xØ v¾i ta nhß v§y?",
npctalk384_10,"Vªt thß½ng cüa ta r¤t n£ng. Có ai có th¬ giúp ta không?",
npctalk385_10,"Quª Hoa S½n phong cänh r¤t ğ©p. Có ği«u lû Ğào Thø sau khi h¤p thø tà thüy t× ch² chª tÕo Thiªt Nhân cüa Phi Long Sß Thái thì tr· nên r¤t hung hãn.",
npctalk386_10,"Lû Mãnh H± này mau tránh xa ta ra... Ta không ch¸u n±i các ngß½i næa r°i! Mau cút ği cho ta!",
npctalk387_10,"Nß¾c · ğây ğã không còn sØ døng ğßşc næa. Nªu không mau nghî cách thì t¤t cä thôn dân · ğây s¨ phäi chªt khát.",
npctalk388_10,"Tr§n can qua ğã tÕm bình l£ng. Nhßng yêu ğÕo dçn theo ğ°ng ğäng không biªt ğang ¦n n¤p · ğâu. Chúng ta phäi hªt sÑc cänh giác. Ngoài ra g¥n ğây cûng hay xäy ra nhi«u vi®c kì lÕ...",
npctalk389_10,"Thª lñc hung tà cüa Phi Long Sß Thái lÕi b¡t ğ¥u tr²i d§y...",
npctalk404_1,"L¯i vào ğµng huy®t n¢m trên mµt cây c± thø ngàn nåm, phía trên có dây leo che kín.",
npctalk404_2,"Tiªn vào H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk404_3,"H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk405_1,"L¯i vào ğµng huy®t n¢m trên mµt cây c± thø ngàn nåm, phía trên có dây leo che kín.",
npctalk405_2,"R¶i khöi H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk405_3,"H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk406_10,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t, giá phäi chång! Có ği«u chúng chï thuµc v« nhæng ngß¶i ğã t×ng c¯ng hiªn cho Vân Linh S½n!",
npctalk407_10,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t, giá phäi chång! Có ği«u chúng chï thuµc v« nhæng ngß¶i ğã t×ng c¯ng hiªn cho Vân Linh S½n!",
npctalk413_10,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t, giá phäi chång! Có ği«u chúng chï thuµc v« nhæng ngß¶i ğã t×ng c¯ng hiªn cho Vân Linh S½n!",
npctalk414_10,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t, giá phäi chång! Có ği«u chúng chï thuµc v« nhæng ngß¶i ğã t×ng c¯ng hiªn cho Vân Linh S½n!",
npctalk416_02_20,"H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk416_14,"Chà, n½i này nguy hi¬m quá, phäi nghî cách r¶i khöi thôi, ngß½i cûng ği chÑ?",
npctalk416_20,"R¶i khöi H± Träo S½n Ğ¢ng Tu Ğµng",
npctalk417_02_20,"T× Vân Tñ Hoan HÖ Ği®n",
npctalk417_14,"Ğ×ng ğánh tôi, tôi chï là ngß¶i dâng trà bßng nß¾c thôi. Nªu mu¯n thoát khöi ğây, tôi có th¬ giúp...",
npctalk417_20,"R¶i khöi T× Vân Tñ Hoan HÖ Ği®n",
npctalk418_10,"Sß huynh cÑ ği ği lÕi lÕi · ğây phäi chång có vi®c chi? Gia Cát sß phø có l¨ · h§u s½n phía trái, Túy ĞÕo Nhân sß phø có l¨ · trong tòa ğình bên phäi sau núi. Hay là huynh ği tìm h÷ xem có giúp ích ğßşc gì không?",
npctalk419_10,"Ta hi®n ğang t§p trung tu luy®n pháp bäo, ğşi lát næa hãy nói chuy®n.",
npctalk420_10,"Sß huynh xin tránh sang mµt bên. Ğ® phäi d÷n ğ¯ng cö khô dß¾i chân huynh, không ğßşc ğ¬ chúng làm b¦n Nga My S½n.",
npctalk421_10,"L¸ch sØ Ph§t giáo thâm sâu vô cùng, không th¬ nói hªt trong mµt s¾m mµt chi«u...",
npctalk422_10,"Lı Ninh sß phø tri thÑc uyên thâm, huynh · ğây ği ği lÕi lÕi lãng phí th¶i gian nhß v§y, chi b¢ng ğªn tìm ngß¶i ğ¬ nghe giäng ph§t ğÕo ği.",
npctalk423_10,"Ta hi®n ğang t§p trung tu luy®n pháp bäo, ğşi lát næa hãy nói chuy®n.",
npctalk424_10,"Sß huynh xin tránh sang mµt bên. Ğ® phäi d÷n ğ¯ng rêu dß¾i chân huynh, không ğßşc ğ¬ chúng làm b¦n Ngßng Bích Nhai.",
npctalk425_10,"Ğµng v§t dß¾i chân Bách Hoa S½n tr· nên kinh ğµng b¤t an, luôn cäm th¤y kì lÕ. L¨ nào có vi®c ğã xäy ra?",
npctalk426_10,"Bách Hoa phái t× sau khi ğßşc ¿u Ğàm ğÕi sß sáng l§p ğã truy«n qua nhi«u ğ¶i chß·ng môn. Ğ¸a v¸ trong tam gi¾i ngày càng l¾n mÕnh, tr· thành mµt môn phái l¾n.",
npctalk427_10,"Dßşc thüy m¾i mà sß phø d£n ta bào chª ğã s¡p thành công r°i!",
