WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,紫气驯鹿,韩国,,52,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,1,2,,,,,,,,,30,,3000,,,,,,,,,,,,,,,35,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride019b,ride019b_1;ride019b_1,ride019b_2;ride019b_2,ride019b_3;ride019b_3,ride019b_4;ride019b_4,,,,,,,,eff_ridelev10,root,,,,,,,,,0,1
6123,山地鼠道具包,韩国,,80,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=5680;b=2|i=4838|i=4311|i=3709|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_pet008b,,,,,,,,,,,,,,,,,,,,,,0,
6124,棕毛驯鹿道具包,韩国,,80,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=2|i=6121|i=1250|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ride019a,,,,,,,,,,,,,,,,,,,,,,0,
6125,强效宝袋,韩国,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6093,,,,,,,,,,,,,,,,,,,,,,,
6126,七彩暗金宝石(韩国),韩国,,53,,5,,,,,,3,,,,,1,,1,1,1,,,1,,1,,2,0,1,1,1,,,,,3,99,100,,,,,,,,,,,,,,,0;2,0.3,3,4,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it621,,,,,,,,,,,,,,,,,,,,,,0,
6127,白虎戒指,韩国,,9,,5,,,,,,2,91,6,,,,,,1,1,1,1,1,,1,,1,,,,,604800,,,,3000,,3000,,,,,AddMaxHp(1000);AddSpeedRate(0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it5558,,,,,,,,,,,,,,,,,,,,,,0,
6128,白虎护符,韩国,,10,,5,,,,,,2,268,6,,,,,,1,1,1,1,1,,1,,1,,,,,604800,,,,3000,,3000,,,,0,AddMaxHp(1000);AddSpeedRate(0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it5559,,,,,,,,,,,,,,,,,,,,,,0,
6129,越南2010新年礼包（小）,越南,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6092,,,,,,,,,,,,,,,,,,,,,,,
6130,越南2010新年礼包（中）,越南,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6093,,,,,,,,,,,,,,,,,,,,,,,
6131,越南2010新年礼包（特）,越南,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6091,,,,,,,,,,,,,,,,,,,,,,,
6132,小块光芒包(3个),越南,,80,,5,,,,,,,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=404;%=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6133,小块辉煌包(3个),越南,,80,,5,,,,,,,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=401;%=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6134,强效返回符,越南,,95,,5,,,,,,2,,,,,1,,1,1,1,,,1,,1,,2,1,10,99,1,,,,,3,20,100,IsInDungeon=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AutoTeleport,,,,,,ic_it075,,,,,,,,,,,,,,,,,,,,,,0,
6135,完整光芒包(2个),越南,,80,,5,,,,,,,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=406;%=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6136,完整辉煌包(2个),越南,,80,,5,,,,,,,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=403;%=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6137,大块光芒包(3个),越南,,80,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=405;%=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6138,大块辉煌包(3个),越南,,80,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=402;%=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it035,,,,,,,,,,,,,,,,,,,,,,0,
6139,长效金刚丹,越南,,100,,5,,,,,,2,,,,,1,,1,1,1,,,1,2062,1,,2,1,20,99,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,7,,,,,,,,,"AddEffect(2062,20,60)",,,,,,ic_it070,,,,,,,,,,,,,,,,,,,,,1,0,
6140,长效药师丹,越南,,100,,5,,,,,,2,,,,,1,,1,1,1,,,1,2063,1,,2,1,20,99,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,8,,,,,,,,,"AddEffect(2063,10,60)",,,,,,ic_it071,,,,,,,,,,,,,,,,,,,,,1,0,
6141,九尾狐坐骑,欧美,,52,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,1,2,,,,,,,,,30,,3000,,,,,,,,,,,,,,,20,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride_023a,ride023a_1;ride023a_1,ride023a_2;ride023a_2,ride023a_3;ride023a_3,ride023a_4;ride023a_4,,,,,,,,mon_touming,root,,,,,,,,,0,1
6142,紫尾狐坐骑,欧美,,52,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,1,2,,,,,,,,,30,,3000,,,,,,,,,,,,,,,20,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride_023b,ride023b_1;ride023b_1,ride023b_2;ride023b_2,ride023b_3;ride023b_3,ride023b_4;ride023b_4,,,,,,,,mon_touming,root,,,,,,,,,0,1
6143,幸运乐透包,菲律宾,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6092,,,,,,,,,,,,,,,,,,,,,,,
6144,功德丸（大）,菲律宾,,99,,5,,,1,,,2,,,,,1,,1,1,1,,,1,,1,,2,1,1,99,1,,,,,1000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,"GetPk!= 0",,,,,,,,,,,,,,,,60000,1000,12,,,,,,,,,AddPk(-300),,,,,,ic_it080,,,,,,,,,,,,,,,,,,,,,,0,
6145,象威魔力戒,韩国,,9,,5,1,,1,,,2,78,5,,,,,1,1,1,0,1,,,1,,1,,,,,2592000,,,,3000,,3000,,,,1,AddMaxMp(1000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it636,,,,,,,,,,,,,,,,,,,,,,0,
6146,青龙戒指,韩国,,9,,5,,,,,,2,90,6,,,,,,1,1,1,1,1,,1,,1,,,,,2592000,,,,3000,,3000,,,,,"AddMaxHp(1000);AddDeltaDmgRate(0,-0.1);AddDeltaDmgRate(1,-0.1);AddDeltaDmgRate(2,-0.1);AddDeltaDmgRate(3,-0.1);AddDeltaDmgRate(4,-0.1);AddDeltaDmgRate(5,-0.1);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it5556,,,,,,,,,,,,,,,,,,,,,,0,
6147,白虎戒指,韩国,,9,,5,,,,,,2,91,6,,,,,,1,1,1,1,1,,1,,1,,,,,2592000,,,,3000,,3000,,,,,AddMaxHp(1000);AddSpeedRate(0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it5558,,,,,,,,,,,,,,,,,,,,,,0,
6148,治疗戒指,韩国,,9,,5,,,,,,2,94,6,,,,,,1,1,1,1,1,,1,,1,,,,,2592000,,,,3000,,3000,,,,,AddMaxMp(1000);AddUltraHeal(150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,supportivegemcombo,,,,,,,,,,,,,,,,,,,,,,0,
6149,虎爷变身卷,韩国,,100,,5,,,1,,,2,,,,,1,,,1,1,,1,,,1,,2,1,1,99,1,,,,,1000,,100,Sex=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2341),,,,,,ic_npc201,,,,,,,,,,,,,,,,,,,,,,0,
6150,虎妞变身卷,韩国,,100,,5,,,1,,,2,,,,,1,,,1,1,,1,,,1,,2,1,1,99,1,,,,,1000,,100,Sex=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2343),,,,,,ic_npc202,,,,,,,,,,,,,,,,,,,,,,0,
6151,小光石包,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=404;%=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it023,,,,,,,,,,,,,,,,,,,,,,0,
6152,小辉石包,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=401;%=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it023,,,,,,,,,,,,,,,,,,,,,,0,
6153,锻造宝石包,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=2|i=6151|i=6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_task1135,,,,,,,,,,,,,,,,,,,,,,0,
6154,辉煌年兽包,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=2|i=402;%=2|i=6156;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6092,,,,,,,,,,,,,,,,,,,,,,0,
6155,光芒年兽包,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=2|i=405;%=3|i=6156;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6094,,,,,,,,,,,,,,,,,,,,,,0,
6156,小年兽召唤符,大陆,,100,,5,,,35,,,1,,,,,,,1,0,1,0,0,,,0,,2,1,1,200,1,,,,,3,,,IsInEctype=1,,,,,,,,,,,,,,,,,,,,$L:item6156use$,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CreateNpc(5462,0,0,0,0);Msg(""$L:item6156$"")",,,,,-1,ic_mon031_b,,,,,,,,,,,,,,,,,,,,,,,
6157,月兔精灵变身卷(20年),大陆,,150,,5,,,1,,,2,,,,,1,,,1,1,0,1,1,,1,,2,1,1,20,1,,,,,250,,,,,,,,,,,,,,,,,,5658,646080000,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_mon012_c,,,,,,,,,,,,,,,,,,,,,,,
6158,白额猛虎,台湾,,52,,5,,,,,,2,,,,,,,1,0,1,0,1,,,1,0,2,,,,,,,,,30,,3000,,,,,,,,,,,,,,,40,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride020,ride020_1;ride020_1,ride020_2;ride020_2,ride020_3;ride020_3,ride020_4;ride020_4,,,,,,,,mon_touming,root,,,,,,,,,0,1
6159,凝神经验神符,大陆,,100,,5,,,30,,,2,,,,,1,,1,1,1,0,,1,2350,1,,2,1,20,99,1,,,,,3,50,100,HaveTypeEffect(2350)=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,,,,,,,,,,"AddEffect(2350,50,3600)",,,,,,ic_it4981,,,,,,,,,,,,,,,,,,,,,1,0,
6160,老虎(大陆合成任务),大陆,,52,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,1,2,,,,,,,,,100,,3000,,,,,,,,,,,,,,,20,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_mon026_b,ride001;ride001,ride002;ride002,ride003;ride003,ride003_10;ride003_10,,,,,,,,,,,,,,,,,,0,1
6161,海麒麟(大陆合成任务),大陆,,52,,5,,,,,,2,,,,,,,1,0,1,0,1,1,,1,1,2,,,,,,,,,100,,3000,,,,,,,,,,,,,,,25,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride010_1,ride010_a1;ride010_a1,ride010_b1;ride010_b1,ride010_c1;ride010_c1,ride010_d1;ride010_d1,,,,,,,,,,,,,,,,,,0,1
6162,火麒麟(大陆合成任务),大陆,,52,,5,,,,,,2,,,,,,,1,0,1,0,1,1,,1,1,2,,,,,,,,,100,,3000,,,,,,,,,,,,,,,25,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride010_2,ride010_a2;ride010_a2,ride010_b2;ride010_b2,ride010_c2;ride010_c2,ride010_d2;ride010_d2,,,,,,,,,,,,,,,,,,0,1
6163,老虎强化符,大陆,,185,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,,0,1,1,20,,,,,,3,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it6163,,,,,,,,,,,,,,,,,,,,,,,
6164,麒麟强化符,大陆,,186,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,,0,1,1,20,,,,,,3,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it6164,,,,,,,,,,,,,,,,,,,,,,,
6165,牛牛大侠变身卷,韩国,,100,,5,,,1,,,2,,,,,1,,,1,1,,1,,,1,,2,1,1,99,1,,,,,1000,,100,Sex=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2325),,,,,,ic_npc127,,,,,,,,,,,,,,,,,,,,,,0,
6166,牛牛侠女变身棒,韩国,,100,,5,,,1,,,2,,,,,1,,,1,1,,1,,,1,,2,1,1,99,1,,,,,1000,,100,Sex=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2326),,,,,,ic_npc128,,,,,,,,,,,,,,,,,,,,,,0,
6167,强效魔力戒指,韩国,,9,,5,,,,,,2,95,5,,,,,,1,1,1,1,1,,1,,1,,,,,2592000,,,,3000,,3000,,,,,AddMaxHp(1000);AddMaxMp(1000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it4903,,,,,,,,,,,,,,,,,,,,,,0,
6168,幸运宝袋,韩国,,98,,5,,,,,,2,,,,,,,1,1,1,0,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,smallgemcombo,,,,,,,,,,,,,,,,,,,,,,,
6169,提炼培元丹,大陆,,24,,5,,,32,,,2,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,28800000,1000,6169,,,,,,,,,AddExp(100000);,,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
6170,精炼培元丹,大陆,,24,,5,,,35,,,2,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,28800000,1000,6169,,,,,,,,,AddExp(150000);,,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
6171,锤炼培元丹,大陆,,24,,5,,,38,,,2,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,28800000,1000,6169,,,,,,,,,AddExp(200000);,,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
6172,凝练培元丹,大陆,,24,,5,,,41,,,2,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,28800000,1000,6169,,,,,,,,,AddExp(250000);,,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
6173,淬炼培元丹,大陆,,24,,5,,,44,,,2,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,28800000,1000,6169,,,,,,,,,AddExp(300000);,,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
6174,爱心碎片,大陆,,,,5,,,,,,2,,,,,,,1,0,1,1,1,,,1,,,1,1,99,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_im013,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,"普通辉煌宝石包（10个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6503;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6501,,,,,,,,,,,,,,,,,,,,,,0,
6176,普通火天罡宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6603;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6601,,,,,,,,,,,,,,,,,,,,,,0,
6177,普通水天罡宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6703;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6701,,,,,,,,,,,,,,,,,,,,,,0,
6178,普通毒天罡宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6803;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6801,,,,,,,,,,,,,,,,,,,,,,0,
6179,普通雷天罡宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6903;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6901,,,,,,,,,,,,,,,,,,,,,,0,
6180,普通佛天罡宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7003;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7001,,,,,,,,,,,,,,,,,,,,,,0,
6181,"普通致命宝石包（10个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7103;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7101,,,,,,,,,,,,,,,,,,,,,,0,
6182,"普通光芒宝石包（10个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7203;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7201,,,,,,,,,,,,,,,,,,,,,,0,
6183,普通火金刚宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7303;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7301,,,,,,,,,,,,,,,,,,,,,,0,
6184,普通水金刚宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7403;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7401,,,,,,,,,,,,,,,,,,,,,,0,
6185,普通毒金刚宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7503;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7501,,,,,,,,,,,,,,,,,,,,,,0,
6186,普通雷金刚宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7603;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7601,,,,,,,,,,,,,,,,,,,,,,0,
6187,普通佛金刚宝石包（10个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7703;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7701,,,,,,,,,,,,,,,,,,,,,,0,
6188,"普通坚韧宝石包（10个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7803;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7801,,,,,,,,,,,,,,,,,,,,,,0,
6189,"普通气血宝石包（10个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=7903;%=10;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it7901,,,,,,,,,,,,,,,,,,,,,,0,
6190,初级宝石兑换卷（10个）,大陆,,,,5,,,,,,2,,,,,,,1,0,1,0,1,,,1,,,1,1,99,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it4909,,,,,,,,,,,,,,,,,,,,,,,
6191,"普通辉煌宝石包（2个）  ",大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6503;%=2;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6501,,,,,,,,,,,,,,,,,,,,,,0,
6192,普通火天罡宝石包（2个）,大陆,,80,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=6603;%=2;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it6601,,,,,,,,,,,,,,,,,,,,,,0,
