,"comment:
npc名字",npcId,AI类型,AI脚本,重生周期(秒),重生日程,派系ID,是否巡逻,巡逻路径,是否为闭合的环状巡逻路线,是否默认激活巡逻,是否主动攻击,是否首领,"随从id num;id num;",视野范围,控制范围,活动范围,胆量,UPDATA事件,特殊事件,关联npc响应,生命周期,备注
881,陈家教头,4582,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
882,豪奴,4583,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
883,"霹雳手 尉迟元",4584,monster,,60,,0,0,,,,0,0,,110,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
884,陈家庄哨兵,4585,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
885,陈家庄劲卒,4586,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
886,陈家庄家将,4587,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
887,"五花蜂 崔天绶",4588,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
888,吕村密探,4589,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
889,吕村乡勇,4590,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
890,"陈家二庄主 陈长谷",4591,monster,,60,,0,0,,,,0,0,,110,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
891,成年钢牙鳄鱼,4592,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
892,成年雄虎,4593,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
893,荒野强盗,4594,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
894,荒野悍匪,4595,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
895,荒野匪头,4596,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
896,匪头护卫,4597,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
897,吕村守卫,4598,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
898,吕村精兵,4599,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
899,吕村保镖,4600,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
900,"金头狸子 吕四",4601,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
901,螺丝湾守卫,4602,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
902,螺丝湾狱卒,4603,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
903,螺丝湾狱卒头领,4604,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
904,"霹雳火 吕三",4605,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
905,被魔化的村民,4606,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
906,南疆降头师,4607,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
907,烈火祖师门人,4608,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
908,"假头陀 姚元",4609,monster,,0,,0,0,,,,1,0,,150,1000,0,1,,,,,
909,"花花道人 姚素修",4610,monster,,0,,0,0,,,,1,0,,150,1000,0,1,,,,,
910,罗文林,4611,monster,,86400,,0,0,,,,1,0,,220,1000,0,1,,,,,
911,山人姚开江,4612,monster,,86400,,0,0,,,,1,0,,220,1000,0,1,,"OnHpLower 80|60|40|20|10;",,,
912,追魂太岁,4613,monster,,86400,,4773,0,,,,1,0,,220,1000,0,1,,OnRecvDamage;,,,
913,火蝙蝠,4614,monster,,86400,,4773,0,,,,1,0,,220,1000,0,1,,OnRecvDamage;,,,
914,郭云噗,4615,monster,,86400,,0,0,,,,1,0,,220,1000,0,1,,OnDead;,,,
915,戴家场乡勇,4616,common,,10,,4616,0,,,,1,0,,150,1000,100,1,,,,,
916,赵心源,4617,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
917,黄玄极,4618,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
918,酒楼小二,4619,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
919,长沙酒楼老板,4620,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
920,凌府家丁,4621,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
921,凌老英雄,4622,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
922,受伤的村民,4623,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
923,俞允中,4624,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
924,白琦,4625,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
925,清水坝市集掌柜,4626,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
926,清水坝市集村民,4627,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
927,清水坝市集老者,4628,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
928,吕村卧底,4629,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
929,魏青妻子,4630,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
930,吕村伤员,4631,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
931,金莲花,4632,plant,,15,,0,0,,,,0,0,,60,800,0,1,,OnDead;,,,
932,宝箱,4633,plant,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
933,新鲜的野果,4634,plant,,15,,0,0,,,,1,0,,60,800,0,1,,,,,
934,登萍仙子,4635,common,,30,,0,1,"2447 -285;2437 -288;2428 -304;2415 -325;2418 -345;2414 -368;2411 -389;2421 -405;2432 -421;2455 -424;2478 -428;2492 -413;2507 -396;2514 -378;2512 -354;2516 -342;2533 -344;2551 -329;2565 -319;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 1306;OnArrive 0;OnHpLower 80|60|40|20;",,,
935,暴动妖人,4636,monster,,0,,0,0,,,0,1,0,,120,800,100,1,,,,240,
936,财神爷,4637,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
937,招财鼠,4638,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
938,招财鼠,4639,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
939,年兽,4640,monster,,600,,0,0,,,,1,0,,150,1000,0,1,,,,,
940,金元宝,4641,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
941,春联,4642,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
942,梅花春神,4643,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
943,点卡商贩,4644,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
944,点卡商贩,4645,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
945,江湖药师,4646,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
946,30-40铁匠,4647,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
947,40-50铁匠,4648,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
948,50-60铁匠,4649,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
949,青螺山声望商人,4650,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
950,戴家场声望商人,4651,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
951,云游商人,4652,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
952,云游商人,4653,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
953,云游商人,4654,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
954,冰川银狐,4655,monster,,86400,,4655,0,,,0,1,0,,200,10000,0,1,,,,,
955,冰镜弟子,4656,monster,,86400,,4655,0,,,0,1,0,,200,10000,0,1,,,,,
956,精英机关兽,4657,monster,,86400,,4657,0,,,0,1,0,,200,10000,0,1,,,,,
957,机关巨人,4658,monster,,86400,,4657,0,,,0,1,0,,200,10000,0,1,,,,,
958,精英桃花妖,4659,monster,,86400,,4659,0,,,0,1,0,,200,10000,0,1,,,,,
959,精英肉芝,4660,monster,,86400,,4659,0,,,0,1,0,,200,10000,0,1,,,,,
960,精英毒蝇,4661,monster,,86400,,4661,0,,,0,1,0,,200,10000,0,1,,,,,
961,毒龙护卫,4662,monster,,86400,,4661,0,,,0,1,0,,200,10000,0,1,,,,,
962,冰镜仙子,4663,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,,,,
963,食人花妖,4664,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,"OnHpLower 60|30;OnLeaveBattle;OnDead;",,,
964,天残老人,4665,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,,,,
965,毒龙神将,4666,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,OnDead;,,,
966,毒龙命门,4667,monster,,86400,,0,0,,,,0,0,,110,800,0,1,,OnDead;,,,
967,封印门,4668,door,,0,,0,0,,,,0,0,,0,0,0,1,,OnCreate;,,,
968,桂花山出口,4669,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
969,桂花山入口,4670,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
970,白鹦鹉,4671,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
971,宠物机关兽,4672,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
972,仙界灵石,4673,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
973,仙界灵石,4674,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
974,毒龙神将,4675,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,"OnHpLower 35|30;OnDead;",,,
975,自爆水蛭,4676,monster,,86400,,4676,1,"335 450;333 461;344 450;328 447;327 463;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
976,自爆水蛭,4677,monster,,86400,,4676,1,"327 463;329 451;350 457;338 462;341 452;326 449;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
977,自爆水蛭,4678,monster,,86400,,4676,1,"334 441;332 458;335 448;315 443;331 445;335 451;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
978,自爆水蛭,4679,monster,,86400,,4676,1,"336 448;341 460;351 461;340 455;346 447;341 438;331 444;330 434;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
979,小灵花仙,4680,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
980,毒龙神将,4681,monster,,86400,,0,0,,,0,1,0,,220,800,0,1,,,,,
981,受控的山民,4682,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
982,滇边毒蝇,4683,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
983,邪教蛮僧,4684,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
984,矿石巨人,4685,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
985,蛇怪将领,4686,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
986,赤身教妖人,4687,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
987,地府鬼火,4688,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
988,魔教侍卫,4689,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
989,妖人炮手,4690,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
990,绿毛僵尸,4691,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
991,苦行头陀肉身,4692,common,,0,,0,0,,,0,0,0,,60,800,0,1,,,,,
992,金蝉,4695,common,,30,,0,1,"177 538;172 529;153 534;150 557;146 581;143 604;146 629;155 650;145 671;144 694;140 717;140 741;139 764;137 788;133 811;127 834;131 856;150 868;166 883;175 903;166 924;147 935;139 957;145 978;146 1000;141 1022;140 1033;",,0,1,0,,60,800,0,1,,"OnTaskAccept 805;OnArrive 0;OnHpLower 80|60|40|20;",,,
993,小鼠,4693,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
994,火漓鼠,4694,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
995,许飞娘,4696,common,,10,,0,0,,,,0,0,,150,1000,100,1,,,,,
996,长明灯,4111,null,,,,,,,,,,,,,,,,,,,,
997,蘑菇炮台,4698,monster,,30,,0,0,,,,1,0,,350,800,0,1,,,,,
998,大悲寺知客僧,4700,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
999,受控的山民,4701,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1000,滇边毒蝇,4702,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1001,邪教蛮僧,4703,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1002,矿石巨人,4704,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1003,蛇怪将领,4705,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1004,赤身教妖人,4706,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1005,地府鬼火,4707,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1006,魔教侍卫,4708,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1007,妖人炮手,4709,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1008,绿毛僵尸,4710,monster,,0,,4682,1,"576 36;583 36;599 36;610 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1009,受控的山民,4711,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1010,滇边毒蝇,4712,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1011,邪教蛮僧,4713,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1012,矿石巨人,4714,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1013,蛇怪将领,4715,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1014,赤身教妖人,4716,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1015,地府鬼火,4717,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1016,魔教侍卫,4718,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1017,妖人炮手,4719,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1018,绿毛僵尸,4720,monster,,0,,4682,1,"680 36;660 36;640 36;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1019,强悍的山民,4721,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1020,巨大毒蝇,4722,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1021,邪教妖僧,4723,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1022,矿石巨甲,4724,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1023,妖女首领,4726,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1024,幽冥鬼火,4727,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1025,魔教侍卫长,4728,monster,,0,,4682,1,"626 126;626 70;626 41;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1026,猪脸猫王,4731,monster,,86400,,4730,0,,,0,1,0,,200,1000,0,1,,,,,
1027,黑心蟑螂,4732,monster,,86400,,4730,0,,,0,1,0,,200,1000,60,1,,,,,
1028,血树鬼灵,4733,monster,,86400,,4732,0,,,0,1,0,,200,1000,60,1,,,,,
1029,厉鬼僵尸,4734,monster,,86400,,4732,0,,,0,1,0,,200,1000,0,1,,,,,
1030,江洋大盗,4735,monster,,86400,,4734,0,,,0,1,0,,200,1000,0,1,,,,,
1031,蒙面匪徒,4736,monster,,86400,,4734,0,,,0,1,0,,200,1000,60,1,,,,,
1032,蛇怪统领,4725,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1033,虎王,4737,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1034,妖人炮长,4729,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1035,晓月禅师,4738,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1036,巨型僵尸,4730,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1037,五魔,4740,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1038,八魔,4741,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1039,冰镜仙子,4739,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1040,水虫,4742,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1041,鬼道,4743,monster,,0,,4682,1,"627 263;627 248;627 218;627 188;627 158;627 128;627 98;627 68;627 38;",,1,1,0,,120,800,100,1,,OnCreate;,,,
1042,魅影蝙蝠,4744,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1043,黑马熊游卒,4745,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1044,山魈战士,4746,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1045,灵石护卫,4747,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1046,木魃统领,4748,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1047,湘江渔夫,4749,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1048,毒乞丐,4750,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1049,幻魔者,4751,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1050,割喉者,4752,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1051,守望者,4753,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1052,魔神侍卫,4754,monster,,0,,,1,"614 117;654 117;694 117;744 117;784 117;824 117;864 117;904 117;920 117;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1053,李半仙,4755,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1054,徐岳肉身,4756,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,,
1055,尉迟元肉身,4757,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,,
1056,崔天绶肉身,4758,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,,
1057,陈长谷肉身,4759,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,,
1058,吕四肉身,4760,monster,,86400,,,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1059,吕三肉身,4761,monster,,86400,,,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1060,徐岳元神,4762,monster,,86400,,,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1061,尉迟元元神,4763,monster,,86400,,4763,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1062,崔天绶元神,4764,monster,,86400,,4763,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1063,陈长谷元神,4765,monster,,86400,,4765,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1064,吕四元神,4766,monster,,86400,,4765,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1065,吕三元神,4767,monster,,86400,,,,,,,1,0,,200,10000,0,1,,OnDead;,,,
1066,精英地痞,4768,monster,,86400,,4768,,,,,1,0,,200,10000,0,1,,,,,
1067,精英豪奴,4769,monster,,86400,,4769,,,,,1,0,,200,10000,0,1,,,,,
1068,精英教头,4770,monster,,86400,,4770,,,,,1,0,,200,10000,0,1,,,,,
1069,精英劲卒,4771,monster,,86400,,4773,,,,,1,0,,200,10000,0,1,,,,,
1070,精英守卫,4772,monster,,86400,,4772,,,,,1,0,,200,10000,0,1,,,,,
1071,精英保镖,4773,monster,,86400,,4773,,,,,1,0,,200,10000,0,1,,,,,
1072,精英南疆降头师,4774,monster,,86400,,4774,,,,,1,0,,200,10000,0,1,,,,,
1073,精英烈火祖师门人,4775,monster,,86400,,4774,,,,,1,0,,200,10000,0,1,,,,,
1074,老者下棋,4776,common,,86400,,0,0,,,,0,0,,100,800,0,1,,,,,
1075,七星台出口,4777,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1076,七星台入口,4778,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1077,七星台入口,4779,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1078,七星台童子,4780,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1079,七星台童子,4781,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1080,七星台童子,4782,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1081,七星台童子,4783,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1082,七星台出口,4784,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1083,七星台2层出口,4785,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1084,七星台3层出口,4786,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1085,七星台4层出口,4787,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1086,七星台5层出口,4788,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1087,毒蛇,4789,monster,,86400,,,,,,,1,0,,2000,10000,0,1,,,,,
1088,副本出口,4790,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
1089,青翼蝠王,4791,monster,,86400,,,,,,,1,0,,1800,40000,0,1,,,,,
1090,蜘蛛炮台,4800,monster,,30,,0,0,,,,1,0,,500,500,0,1,,,,,
1091,猴子炮台,4801,monster,,30,,0,0,,,,1,0,,500,500,0,1,,,,,
1092,章鱼炮台,4802,monster,,30,,0,0,,,,1,0,,800,800,0,1,,,,,
1093,初级巫医,4803,monster,,30,,0,0,,,,1,0,,350,800,100,1,,,,,
1094,高级巫医,4804,monster,,30,,0,0,,,,1,0,,350,800,100,1,,,,,
1095,竞技场生命之树,4806,monster,,0,,0,0,,,0,1,0,,500,500,0,1,,,,,
1096,机关巨人,4808,monster,,0,,0,0,,,0,1,0,,350,350,0,1,,,,,
1097,虎王,4810,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1098,晓月禅师,4811,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1099,冰镜仙子,4812,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1100,五魔,4813,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1101,鬼道,4814,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1102,八魔,4815,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1103,水虫,4816,monster,,0,,,1,"621 189;626 157;626 126;626 70;626 41;",,1,1,0,,300,800,100,1,,OnCreate;,,,
1104,精英毒蝇,4817,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1105,污毒蜘蛛,4818,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1106,恐怖蜘蛛卵,4819,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1107,精英地痞,4820,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1108,宝箱,4821,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1109,守财奴,4822,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1110,赤身女鬼,4823,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1111,恶乞丐,4824,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1112,变异黑马熊,4825,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1113,楠树守卫,4826,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1114,恐怖蜘蛛卵,4827,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1115,飞龙师太,4828,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1116,食人族勇士,4829,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1117,螺丝湾守卫,4830,monster,,86400,,0,0,,,,1,0,,100,800,0,1,,,,,
1118,马熊统领,4831,monster,,86400,,0,0,"712 -357;698 -400;628 -434;",,,1,0,,100,800,0,1,,,,,
1119,黑马熊守卫,4832,monster,,86400,,0,0,"712 -357;698 -400;628 -434;",,,1,0,,100,800,0,1,,,,,
1120,雷气罩,4833,common,,86400,,0,0,,,,0,0,,100,800,0,1,,,,,
1121,妙一夫人,4834,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1122,李英琼,4835,common,,86400,,0,1,"554 218;604 220;655 200;704 196;729 180;728 141;638 154;594 112;652 118;708 73;626 12;565 -55;634 -144;675 -54;722 -87;723 -222;665 -210;630 -180;555 -163;564 -226;614 -236;623 -270;588 -304;592 -336;689 -319;712 -357;698 -400;628 -434;578 -449",,,0,0,,60,800,0,1,,,,,
1123,鬼灵,4836,monster,,86400,,0,0,,,,1,0,,200,800,100,1,,,,,
